Ad Account Id,Ad Account Name,Channel Type,Social Channel Type,Ad Id,Ad Set Id,Campaign Id,Paid Initiative Id,Ad Name,Ad Set Name,Campaign Name,Sprinklr Campaign Id,Sprinklr Campaign Name,Ad Set Run Status,Ad Status,Campaign Status,Ad Set Source Creation Type,Ad Source Creation Type,Campaign Source Creation Type,Ad Delivery Status,Ad Set Delivery Status,Campaign Delivery Status,Ad Objective,Campaign Objective,Ad Set Time Start,Ad Set Time Stop,Campaign Time Start,Campaign Time Stop,Frequency Control,Page Types,Promoted Account Id,User Name,Automatically Set Bid,Bid Type,Budget Pacing,Conversion Target Per Action,Funding Instrument Id,Max Bid,Paid Initiative Daily Budget,Paid Initiative Lifetime Budget,Sprinklr Budget Id,Billing Event,Optimization Goal,Application ID,Call To Action,Link Object Id,Tweet Ids,Ad Permalink,Countries,Locales,Locations,Regions,Zip,Age Range,App Store Category,App Store Category Expanded,App Store Category Lookalike,Behaviors,Behaviors Expanded,Campaign Engagement,Cities,Engagement Type,Event,Exact Keywords,Exclude people who first used twitter on a new device within,Excluded Content Publisher User,Gender,Match Relevant Topics,Mobile Custom audiences,Negative Behaviors,Negative Exact Keywords,Network Operators,Positive Sentiment,Similar to Followers of User,Sprinklr Targeting Id,TV Genre,TV Markets,TV Networks,TV Shows,TV Shows Restricted,Target Your Followers,Target people who first used twitter on a new device within,Unified Interests,User Device,User Engagement,User OS Version,User Operating System,Wireless Carrier,Keywords,Negative Phrase Keywords,Negative Unordered Keywords,Phrase Keywords,Unordered Keywords,Advertiser Domain,Excluded Apps List Id,IAB Categories,Custom audiences,Excluded custom audiences,Flexible custom audiences,Lookalike audiences,Application UserId,Dcm Ad Id,Dcm Advertiser Id,Dcm Alpha Enabled,Dcm Campaign End Time,Dcm Campaign Id,Dcm Campaign Name,Dcm Campaign Start Time,Dcm Enabled,Dcm Landing Page Name,Dcm Landing Page Url,Dcm Payment Source,Dcm Placement Compatibility,Dcm Placement End Time,Dcm Placement Height,Dcm Placement Id,Dcm Placement Name,Dcm Placement Start Time,Dcm Placement Width,Dcm Pricing Type,Dcm Profile Id,Dcm Set View Tags,Dcm Site Id,Dcm Site Name,Dcm Site Url,Dcm Tracking Entity Level,Tracking Type,Ad Set Errors,Ad Variant Errors,Paid Initiative Errors,Review Feedback,Ad Creative Tag List,Ad Set Tags,Paid Initiative Tags,Ad Set:Brand,Ad Set:Campaign Name,Ad Set:Communication pillar,Ad Set:One Brand,Ad Set:Summer Identifier,Ad Variant:Brand,Ad Variant:Campaign Name,Ad Variant:Communication pillar,Ad Variant:Creative Name,Ad Variant:One Brand,Ad Variant:UC,Ad Variant:UI,Ad Variant:UK,Ad Variant:USF,Paid Initiative:Brand,Paid Initiative:Campaign Name,Paid Initiative:Communication pillar,Paid Initiative:Creative Name,Ad Set Buying Type,Campaign Buying Type,Clicks,Conversion Specs,Conversion Tracking Pixels,Created Time,Install App Click Button Tracking URLs,Modified Time,Target CPA,Tracking Specs,Twitter Cost Per Link Click,Twitter Post Link Clicks,Twitter Posts Impressions,Video View Tracking URLs,View Tags
ac:9k729c,Coca-Cola France,Twitter,Twitter,a:10ypha,c:6mf7w,cg:6ba6r,,coca-cola gaming awards 2016 ,coca-cola gaming awards 2016 ,coca-cola gaming awards 2016 ,,,Completed,Completed,Completed,Auto Import,Auto Import,Auto Import,Inactive,,,Promoted Tweets,Promoted Tweets,10/31/16 16:26,10/31/16 18:30,10/31/16 16:26,10/31/16 18:30,,"User Profile,User Timeline",,SprinklrSystem ,No,CPA,Standard,,lya97,1.82,500,500,,ENGAGEMENT,ENGAGEMENT,,,o:578117424,t:793043067154665472,,France,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,10/31/16 16:26,,10/31/16 16:26,,,0,76,96805,,
ac:48526j,Coca-Cola Brasil,Twitter,Twitter,a:uzgug,c:5f7d9,cg:57y86,,[CCV - St_via] - Interesses,[CCV - St_via] - Interesses,[CCV - St_via] - Interesses,4830_2,[Auto Import],Active,Active,Paused,Auto Import,Auto Import,Auto Import,Not Delivering,,,Promoted Tweets,Promoted Tweets,06/13/16 20:23,,06/13/16 20:23,,,"User Timeline,User Profile",,SprinklrSystem ,No,CPA,Standard,,ljxiv,1.02,4000,12000,,ENGAGEMENT,ENGAGEMENT,,,o:255537739,t:741751946080575488,,Brazil,,,,,AGE_18_TO_34,,,,,,,,,,,,,,,,,,,TRUE,"202406066:leticiaspiller,349161808:mateusolano,510877109:FlaviaAleReal,163972875:debranascimento,44283161:ana_furtado,508255201:eususanavieira,198297189:marciogarciamgp,315591173:EuFernandaSouza,32451303:missferraz,275220311:CleoPires,81912498:zeloreto,193860347:piresgloria,119935803:azevedodudu,243890769:Castelli_Henri,297584264:EstianoMarjorie,219112689:olazaroramos,231212277:Malvino_Oficial,301679323:TiagoAbravanel,2147483647:CamilaPitanga,5337382:Haja,558674762:Oliveiraspaola,484679568:Srta_Iozzi,9520762:Dolly_Guarana,544542862:tgmartins,118724265:guarana,18139619:pepsi,48370864:RedBullBR,26787673:CocaCola,56401878:PepsiBr,18219976:RedeGlobo,379526853:DiraPaesCom,119935574:ambevbrasil,760382936:FernandaLimaBah,198990905:Marcusbuaiz,179647306:vilhenap,113487289:Julianaalvesiam,75082334:bernardipaloma,148937436:Araujovivianne,60801069:SUZIPIRES,24095091:fdecbn,24209365:otacosta,872922361:RGianecchiniJR,92751183:Lopesjoca,155526308:leandraleal,19608629:MauMeirelles,283360025:bragasonia,169991553:danstulbach,437035152:fragosothiago,1093762639:ournameisMAGIC,237670274:bbcdoctorwho,21111883:ddlovato,2147483647:HIMYM_CBS,268414482:MileyCyrus,450080693:HookedonFriends,209708391:onedirection,180463340:GameOfThrones,181561712:Harry_Styles,189248614:ModernFam,93658444:niallhoran,10555492:breakingbad,196795202:AustinMahone,41600293:MadMen_AMC,79650494:CodySimpson,2147483647:BigBang_CBS,176566242:zaynmalik,434130489:TheRealSheldonC,403245020:Luke5SOS,1345702333:OITNB,158314798:LiamPayne,28221296:nbcsnl,380399508:LittleMix,273181052:Suits_USA,264107729:5SOS,32625314:FamilyGuyonFOX,403255314:Calum5SOS,1250191058:arresteddev,27260086:justinbieber,1023096199:HouseofCards,84279963:Louis_Tomlinson,72694909:CrimMinds_CBS,15820664:TheXFactor,28211427:nbcsvu,85452649:edsheeran,216444984:NBCTheVoice,34507480:ArianaGrande,16573941:netflix,23375688:selenagomez,68814272:CSI_CBS,17919972:taylorswift13,68795677:NCIS_CBS,209994211:CherLloyd,288304848:ScandalABC,24852465:carlyraejepsen,148807607:AMC_TV,95465386:ollyofficial,36072264:TrueBloodHBO,21447363:katyperry,15175368:theofficenbc,56783491:nickjonas,25399731:BreakingBad_AMC,255537739:CocaCola_Br",,,,,,,TRUE,,"2005:Comedy,2007:Drama,2012:Reality TV,11001:Music festivals and concerts,11002:Movie festivals,11006:Entertainment awards,13021:Celebrity fan and gossip,20001:Action sports,20002:Auto racing,20003:Baseball,20004:NBA basketball,20005:College basketball,20006:Cycling,20007:Bodybuilding,20008:Boxing,20009:Canoeing and kayaking,20010:Climbing,20011:Cricket,20012:Fantasy sports,20013:Figure skating,20014:Fishing,20015:NFL football,20016:College football,20017:Golf,20018:Horse racing,20019:Hunting and shooting,20020:Martial arts,20021:Mountain biking,20022:NASCAR racing,20023:Olympics,20024:Paintball,20025:Poker,20026:Power and motorcycles,20027:Ice hockey,20028:Rodeo,20029:Rugby,20030:Running and jogging,20031:Sailing,20032:Scuba diving,20033:Skateboarding,20034:Skiing,20035:Snowboarding,20036:Surfing and bodyboarding,20037:Swimming,20038:Table tennis and ping-pong,20039:Tennis,20040:Volleyball,20041:Waterskiing and wakeboarding,20042:Soccer,20043:Sporting goods,20044:Sports news,22001:Fashion,22002:Men's bags,22003:Women's bags,22004:Dresses and skirts,22005:Women's intimates and hosiery,22006:Men's jeans,22007:Women's jeans,22008:Men's outerwear,22009:Women's outerwear,22010:Men's shoes,22011:Women's shoes,22012:Men's beachwear,22013:Women's beachwear,22014:Men's tops,22015:Women's tops,22016:Men's pants,22017:Women's pants,22018:Men's formal wear,22019:Maternity clothing,22020:Kids' apparel,22021:Baby apparel,22022:Men's accessories,22023:Women's accessories,22024:Watches,22025:Sunglasses,22026:Jewelry",,,,,,"coca cola stevia,coca cola verde,coca cola menos açÒcar,nova coca cola,nova coca cola verde,nova coca,nova coca verde,coca menos açÒcar,cocacola com pouco açÒcar,coca verde,lançamento coca cola,lançamento coca cola verde,coca cola 50% menos açÒcar,coca cola verde 50% menos açÒcar,coca verde com 50% menos açÒcar,coca cola st_via engorda,coca cola estevia,coca estevia,coca cola estevia engorda,latinha verde coca,latinha verde coca cola,coca latinha verde,coca cola latinha verde,cinema,ir no cinema,partiu cinema,cinemark,musica urbana,hip hop,moda feminina,moda masculina,lifestyle,esportes radicais,mÒsica,compras de luxo,viagens internacionais,arte e mÒsica,arte urbana,festivais de mÒsica,filmes,humor,h_bitos saud_veis,esportes,business,turismo,moda,gastronomia,tecnologia,shows,destinos turêsticos,vida noturna,viagens,viagens nacionais,produtos de luxo,compras,arte de rua",,,,,,,,,,,,,,,FALSE,,,,,FALSE,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,06/13/16 20:21,,08/10/16 8:41,,,0,0,0,,
ac:48526j,Coca-Cola Brasil,Twitter,Twitter,a:wx4iw,c:5rf5v,cg:5jhjx,,[CCV - OTR - Urso] conheceu SP - 22.07,[CCV - OTR - Urso] conheceu SP - 22.07,[CCV - OTR - Urso] conheceu SP - 22.07,4830_2,[Auto Import],Active,Active,Active,Auto Import,Auto Import,Auto Import,Delivering,,,Promoted Tweets,Promoted Tweets,07/23/16 00:32,,07/23/16 00:32,,"Duration in days=1,Frequency Cap=2","User Timeline,User Profile",,SprinklrSystem ,No,CPA,Standard,,kv24t,5.58,4000,4000,,ENGAGEMENT,ENGAGEMENT,,,o:255537739,t:756560100408586240,,Brazil,,,,,AGE_18_TO_34,,,,,,,,,,,,,,,,,,,TRUE,"49318144:MauroNakada,81751472:juliococielo,255537739:CocaCola_Br",,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,07/23/16 00:32,,08/10/16 8:41,,,0,0,0,,
ac:18ce53w6zhv,@VitaminWaterMX - Coca Cola Mexico,Twitter,Twitter,a:10rmsq,c:6l5wa,cg:6a3u4,,Vitamin_Creativos_eng_Oct16,Vitamin_Creativos_eng_Oct16,Vitamin_Creativos_eng_Oct16,,,Completed,Completed,Completed,Auto Import,Auto Import,Auto Import,Inactive,,,Promoted Tweets,Promoted Tweets,10/27/16 02:39,10/31/16 23:29,10/27/16 02:39,10/31/16 23:29,,"Search,User Timeline,User Profile",,SprinklrSystem ,No,CPA,Standard,,mi8gd,15,10000,10000,,ENGAGEMENT,ENGAGEMENT,,,o:46509356,t:788907591271350272,,Mexico,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,"vitamin,vitaminas,sabores,colores,moda,estilo,fashion,amigos,trabajo,vida,amor,amistad,bebidas,agua,sport,fitness,vida sana,saludable,salud,deporte,gay",,,,,,,,,,,,,,,FALSE,,,,,FALSE,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,10/27/16 02:39,,10/31/16 22:31,,,0,86,96172,,
ac:18ce53w6zhv,@VitaminWaterMX - Coca Cola Mexico,Twitter,Twitter,a:11ayq8,c:6p63x,cg:6f3hc,,Vitamin_Creativos_eng_Nov16,Vitamin_Creativos_eng_Nov16,Vitamin_Creativos_eng_Nov16,,,Active,Active,Active,Auto Import,Auto Import,Auto Import,Delivering,,,Promoted Tweets,Promoted Tweets,11/09/16 5:18,12/01/16 11:29,11/09/16 5:18,12/01/16 11:29,,"User Profile,User Timeline,Search",,SprinklrSystem ,No,CPA,Standard,,mv2c3,15,3800,70000,,ENGAGEMENT,ENGAGEMENT,,,o:46509356,t:793860236612337664,,Mexico,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,"fitness,fashion,sport,vitamin,gay,amor,moda,estilo,salud,vida sana,saludable,agua,amigos,amistad,bebidas,colores,deporte,sabores,trabajo,vida,vitaminas",,,,,,,,,,,,,,,FALSE,,,,,FALSE,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,11/09/16 5:18,,11/09/16 5:18,,,0,111,250459,,
ac:18ce53w6zhv,@VitaminWaterMX - Coca Cola Mexico,Twitter,Twitter,a:11n8j2,c:6p63x,cg:6f3hc,,Vitamin_Creativos_eng_Nov16,Vitamin_Creativos_eng_Nov16,Vitamin_Creativos_eng_Nov16,,,Active,Active,Active,Auto Import,Auto Import,Auto Import,Delivering,,,Promoted Tweets,Promoted Tweets,11/09/16 5:18,12/01/16 11:29,11/09/16 5:18,12/01/16 11:29,,"User Profile,User Timeline,Search",,SprinklrSystem ,No,CPA,Standard,,mv2c3,15,3800,70000,,ENGAGEMENT,ENGAGEMENT,,,o:46509356,t:796129918061084672,,Mexico,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,"fitness,fashion,sport,vitamin,gay,amor,moda,estilo,salud,vida sana,saludable,agua,amigos,amistad,bebidas,colores,deporte,sabores,trabajo,vida,vitaminas",,,,,,,,,,,,,,,FALSE,,,,,FALSE,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,11/16/16 03:40,,11/19/16 07:42,,,0,15,35940,,
ac:18ce53w6zhv,@VitaminWaterMX - Coca Cola Mexico,Twitter,Twitter,a:11n8j1,c:6p63x,cg:6f3hc,,Vitamin_Creativos_eng_Nov16,Vitamin_Creativos_eng_Nov16,Vitamin_Creativos_eng_Nov16,,,Active,Active,Active,Auto Import,Auto Import,Auto Import,Delivering,,,Promoted Tweets,Promoted Tweets,11/09/16 5:18,12/01/16 11:29,11/09/16 5:18,12/01/16 11:29,,"User Profile,User Timeline,Search",,SprinklrSystem ,No,CPA,Standard,,mv2c3,15,3800,70000,,ENGAGEMENT,ENGAGEMENT,,,o:46509356,t:797529402024361984,,Mexico,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,"fitness,fashion,sport,vitamin,gay,amor,moda,estilo,salud,vida sana,saludable,agua,amigos,amistad,bebidas,colores,deporte,sabores,trabajo,vida,vitaminas",,,,,,,,,,,,,,,FALSE,,,,,FALSE,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,11/16/16 03:40,,11/16/16 03:40,,,0,81,143654,,
ac:9k729c,Coca-Cola France,Twitter,Twitter,a:114frp,c:6nspr,cg:6cktk,,SAMPLING CCSZ,SAMPLING CCSZ,SAMPLING CCSZ,,,Completed,Completed,Completed,Auto Import,Auto Import,Auto Import,Inactive,,,Promoted Tweets,Promoted Tweets,11/04/16 13:00,11/05/16 4:29,11/04/16 13:00,11/05/16 0:29,,"User Timeline,User Profile",,SprinklrSystem ,No,CPA,Standard,,lya97,1.8,1500,1500,,ENGAGEMENT,ENGAGEMENT,,,o:578117424,t:794552420076552193,,France,,,,,,,,,,,,,,,,,,,,,,,,TRUE,"235533717:CamilleCombal,310203348:Mdelormeau,79976858:oranginafrance,1896799422:NutellaFR,305763080:gillesverdez,497826963:OSFrance,376666863:JeanLucLemoine,742701805:jmmaireofficiel,279120648:Pulco,1229967259:MikadoFR,1513837579:StarbucksFrance,2147483647:NESCAFEfr,378632690:Cyrilhanouna,55616342:kevadamsss,2147483647:Mokhtar_TPMPOFF,2147483647:Florette_France,131943480:bchameroy,828931483:courbet_julien,71026122:McDonalds,2147483647:Granola,45865160:NormanDesVideos,25069929:MisterVonline,32419107:NRJhitmusiconly,24744541:lemondefr,40852446:MaximeMusqua,300141485:omar_fred,498021243:goldenmoustache,181698945:nikosaliagas,250384072:max_boublil,127870035:Curly,227048111:TyramisuFR,14336299:viedemerde,145150239:ThierryMoreauT7,117349182:ch_carriere,41318264:C8TV,103821088:TF1,1117414604:BenaimValerie,58913261:M6,1490251561:innocent_Fr,1201848506:Carambar_France,832766641:TPMP,31444568:France2tv,125430181:shymofficiel,578117424:cocacolafr",,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,11/04/16 20:23,,11/04/16 20:23,,,0,10,123042,,
ac:18ce546w3iq,Coca Cola - ZA - Ad Dynamo International (Pty) Limited,Twitter,Twitter,a:cjo21,c:3dpxq,cg:3b4av,,RWC VA  Aug-Oct - Tweet Engagements,RWC VA  Aug-Oct - Tweet Engagements,RWC VA  Aug-Oct - Tweet Engagements,4830_2,[Auto Import],Active,Active,Active,Auto Import,Auto Import,Auto Import,Delivering,,,Promoted Tweets,Promoted Tweets,10/15/15 13:06,,10/15/15 13:06,,,"User Profile,User Timeline",,SprinklrSystem ,Yes,CPA,Standard,,jsgys,,1380,11409.6,,ENGAGEMENT,ENGAGEMENT,,,o:3843592217,t:656786953518620673,,South Africa,,,,,,,,,,,,,,,,,,,,,,,,TRUE,"89282799:Yfm,17962204:GarethCliff,26787673:CocaCola,45866207:PicknPay,162825036:bonang_m,485688281:METROFMSA,56923017:RobForbesDJ,14697575:News24,30070583:DJRogerGoode,21472869:PoppyIsMyName,57447739:FRESHat5,34908698:SABreakingNews,21225422:euphonik,92985243:WOOLWORTHS_SA,16839878:5FM,44844961:BigConcerts,114473904:moflavadj,30198975:Jeannieous,33612908:akaworldwide,35199819:KFMza,2147483647:FantaFunZA,26467791:Anele,41780491:947,20993327:2oceansvibe,37649776:Springboks,55459700:rugbyworldcup,29930178:SuperSportTV,288609720:rugby,246825954:cathgrenfell,89513645:PearlThusi,21388225:DJFreshSA,146468644:DJKENTSA,88034321:TerryPheto,266767461:MiCasaMusic,104395831:Shimza_dj,36061357:SizweDhlomo,436630387:KhutsoTheledi,1552562478:MahotellaQueens,24942200:Sureshnie,124272648:BryanHabana,29945848:Sport24news,38405464:KickOffMagazine,19230601:SkySports,23543947:AllBlacks,205278393:EnglandRugby,301413580:SuperSportBlitz,19069569:DStv,177496057:Pierrespies8,84542880:GraemeSmith49,146100835:duane_vermeulen,361278739:EbenEtzebeth,37857289:VictorMatfield,177900100:Francoishougi,73084416:mornesteyn,256133861:JuanDeJongh,2147483647:4KobusWiese,181097218:BakkiesBotha4,208649048:jppietersen14,108896669:KeeganDaniel,850819262:BismarckDuP,2147483647:CocaCola_ZA",,,,,,,TRUE,,"11003:Sporting events,20001:Action sports,20002:Auto racing,20003:Baseball,20004:NBA basketball,20005:College basketball,20006:Cycling,20007:Bodybuilding,20008:Boxing,20009:Canoeing and kayaking,20010:Climbing,20011:Cricket,20012:Fantasy sports,20013:Figure skating,20014:Fishing,20015:NFL football,20016:College football,20017:Golf,20018:Horse racing,20019:Hunting and shooting,20020:Martial arts,20021:Mountain biking,20022:NASCAR racing,20023:Olympics,20024:Paintball,20025:Poker,20026:Power and motorcycles,20027:Ice hockey,20028:Rodeo,20029:Rugby,20030:Running and jogging,20031:Sailing,20032:Scuba diving,20033:Skateboarding,20034:Skiing,20035:Snowboarding,20036:Surfing and bodyboarding,20037:Swimming,20038:Table tennis and ping-pong,20039:Tennis,20040:Volleyball,20041:Waterskiing and wakeboarding,20042:Soccer,20043:Sporting goods,20044:Sports news",,,,,,"drink,win,game,team,fan,sponsor,coca-cola,#win,supporter,#rugby,#game,#fan,#power,#support,#teamwork,Africa,Coke,Music,South Africa,worldcup,#drink,Sport,Dance,Fun,Rugby,Power,Local,RWC,Endurance,captian,#RWC,Rugby ball",,,,,,,,,,,,,,,FALSE,,,,,FALSE,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,10/21/15 16:56,,04/12/16 5:03,,,0,0,0,,
ac:18ce546w3iq,Coca Cola - ZA - Ad Dynamo International (Pty) Limited,Twitter,Twitter,a:cxilf,c:3dpxq,cg:3b4av,,RWC VA  Aug-Oct - Tweet Engagements,RWC VA  Aug-Oct - Tweet Engagements,RWC VA  Aug-Oct - Tweet Engagements,4830_2,[Auto Import],Active,Active,Active,Auto Import,Auto Import,Auto Import,Delivering,,,Promoted Tweets,Promoted Tweets,10/15/15 13:06,,10/15/15 13:06,,,"User Profile,User Timeline",,SprinklrSystem ,Yes,CPA,Standard,,jsgys,,1380,11409.6,,ENGAGEMENT,ENGAGEMENT,,,o:3843592217,t:658920356816822272,,South Africa,,,,,,,,,,,,,,,,,,,,,,,,TRUE,"89282799:Yfm,17962204:GarethCliff,26787673:CocaCola,45866207:PicknPay,162825036:bonang_m,485688281:METROFMSA,56923017:RobForbesDJ,14697575:News24,30070583:DJRogerGoode,21472869:PoppyIsMyName,57447739:FRESHat5,34908698:SABreakingNews,21225422:euphonik,92985243:WOOLWORTHS_SA,16839878:5FM,44844961:BigConcerts,114473904:moflavadj,30198975:Jeannieous,33612908:akaworldwide,35199819:KFMza,2147483647:FantaFunZA,26467791:Anele,41780491:947,20993327:2oceansvibe,37649776:Springboks,55459700:rugbyworldcup,29930178:SuperSportTV,288609720:rugby,246825954:cathgrenfell,89513645:PearlThusi,21388225:DJFreshSA,146468644:DJKENTSA,88034321:TerryPheto,266767461:MiCasaMusic,104395831:Shimza_dj,36061357:SizweDhlomo,436630387:KhutsoTheledi,1552562478:MahotellaQueens,24942200:Sureshnie,124272648:BryanHabana,29945848:Sport24news,38405464:KickOffMagazine,19230601:SkySports,23543947:AllBlacks,205278393:EnglandRugby,301413580:SuperSportBlitz,19069569:DStv,177496057:Pierrespies8,84542880:GraemeSmith49,146100835:duane_vermeulen,361278739:EbenEtzebeth,37857289:VictorMatfield,177900100:Francoishougi,73084416:mornesteyn,256133861:JuanDeJongh,2147483647:4KobusWiese,181097218:BakkiesBotha4,208649048:jppietersen14,108896669:KeeganDaniel,850819262:BismarckDuP,2147483647:CocaCola_ZA",,,,,,,TRUE,,"11003:Sporting events,20001:Action sports,20002:Auto racing,20003:Baseball,20004:NBA basketball,20005:College basketball,20006:Cycling,20007:Bodybuilding,20008:Boxing,20009:Canoeing and kayaking,20010:Climbing,20011:Cricket,20012:Fantasy sports,20013:Figure skating,20014:Fishing,20015:NFL football,20016:College football,20017:Golf,20018:Horse racing,20019:Hunting and shooting,20020:Martial arts,20021:Mountain biking,20022:NASCAR racing,20023:Olympics,20024:Paintball,20025:Poker,20026:Power and motorcycles,20027:Ice hockey,20028:Rodeo,20029:Rugby,20030:Running and jogging,20031:Sailing,20032:Scuba diving,20033:Skateboarding,20034:Skiing,20035:Snowboarding,20036:Surfing and bodyboarding,20037:Swimming,20038:Table tennis and ping-pong,20039:Tennis,20040:Volleyball,20041:Waterskiing and wakeboarding,20042:Soccer,20043:Sporting goods,20044:Sports news",,,,,,"drink,win,game,team,fan,sponsor,coca-cola,#win,supporter,#rugby,#game,#fan,#power,#support,#teamwork,Africa,Coke,Music,South Africa,worldcup,#drink,Sport,Dance,Fun,Rugby,Power,Local,RWC,Endurance,captian,#RWC,Rugby ball",,,,,,,,,,,,,,,FALSE,,,,,FALSE,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,10/27/15 16:18,,04/12/16 5:03,,,0,0,0,,
